2026-07-04 12:56:53 | INFO     | __main__ | Starting Office Automation Suite - Karina
2026-07-05 16:59:10 | INFO     | attendance.extractor | Preview table USER_TEMP_SCH returned 0 record(s).
2026-07-05 16:59:10 | INFO     | attendance.extractor | Found 2 column(s) in table UserACMachines.
2026-07-05 16:59:10 | INFO     | attendance.extractor | Preview table UserACMachines returned 0 record(s).
2026-07-05 16:59:10 | INFO     | attendance.extractor | Found 6 column(s) in table UserACPrivilege.
2026-07-05 16:59:10 | INFO     | attendance.extractor | Preview table UserACPrivilege returned 5 record(s).
2026-07-05 16:59:10 | INFO     | attendance.extractor | Found 2 column(s) in table UserUpdates.
2026-07-05 16:59:10 | INFO     | attendance.extractor | Preview table UserUpdates returned 0 record(s).
2026-07-05 16:59:10 | INFO     | attendance.extractor | Found 2 column(s) in table UserUsedSClasses.
2026-07-05 16:59:10 | INFO     | attendance.extractor | Preview table UserUsedSClasses returned 5 record(s).
2026-07-05 16:59:10 | INFO     | attendance.extractor | Found 3 column(s) in table UsersMachines.
2026-07-05 16:59:10 | INFO     | attendance.extractor | Preview table UsersMachines returned 0 record(s).
2026-07-05 16:59:11 | INFO     | attendance.extractor | MDB connection closed.
2026-07-05 17:00:21 | INFO     | attendance.extractor | Connecting to MDB: D:\Python Project\Attendance Configuration\mdb\HO\newatt2000.mdb
2026-07-05 17:00:22 | INFO     | attendance.extractor | MDB connection established.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 40 table(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 5 column(s) in table ACGroup.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table ACGroup returned 5 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 16 column(s) in table ACTimeZones.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table ACTimeZones returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 7 column(s) in table ACUnlockComb.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table ACUnlockComb returned 5 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 3 column(s) in table ATTPARAM.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table ATTPARAM returned 5 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 3 column(s) in table AUTHDEVICE.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table AUTHDEVICE returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 6 column(s) in table AlarmLog.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table AlarmLog returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 7 column(s) in table AuditedExc.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table AuditedExc returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 12 column(s) in table CHECKEXACT.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table CHECKEXACT returned 2 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 8 column(s) in table CHECKINOUT.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table CHECKINOUT returned 5 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 16 column(s) in table DEPARTMENTS.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table DEPARTMENTS returned 1 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 2 column(s) in table DeptUsedSchs.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table DeptUsedSchs returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 3 column(s) in table EXCNOTES.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table EXCNOTES returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 9 column(s) in table EmOpLog.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table EmOpLog returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 10 column(s) in table FaceTemp.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table FaceTemp returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 11 column(s) in table HOLIDAYS.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table HOLIDAYS returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 10 column(s) in table LEAVECLASS.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table LEAVECLASS returned 3 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 12 column(s) in table LEAVECLASS1.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table LEAVECLASS1 returned 5 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 28 column(s) in table Machines.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table Machines returned 1 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 7 column(s) in table NUM_RUN.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table NUM_RUN returned 1 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 7 column(s) in table NUM_RUN_DEIL.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table NUM_RUN_DEIL returned 5 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 39 column(s) in table Paste Errors.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table Paste Errors returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 10 column(s) in table ReportItem.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table ReportItem returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 17 column(s) in table SCHCLASS.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table SCHCLASS returned 2 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 10 column(s) in table SECURITYDETAILS.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table SECURITYDETAILS returned 5 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 20 column(s) in table SHIFT.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table SHIFT returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 8 column(s) in table ServerLog.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table ServerLog returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 6 column(s) in table SystemLog.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table SystemLog returned 5 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 2 column(s) in table TBKEY.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table TBKEY returned 3 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 4 column(s) in table TBSMSALLOT.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table TBSMSALLOT returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 8 column(s) in table TBSMSINFO.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table TBSMSINFO returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 16 column(s) in table TEMPLATE.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table TEMPLATE returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 40 column(s) in table USERINFO.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table USERINFO returned 5 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 6 column(s) in table USER_OF_RUN.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table USER_OF_RUN returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 6 column(s) in table USER_SPEDAY.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table USER_SPEDAY returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 7 column(s) in table USER_TEMP_SCH.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table USER_TEMP_SCH returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 2 column(s) in table UserACMachines.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table UserACMachines returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 6 column(s) in table UserACPrivilege.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table UserACPrivilege returned 5 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 2 column(s) in table UserUpdates.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table UserUpdates returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 2 column(s) in table UserUsedSClasses.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table UserUsedSClasses returned 5 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | Found 3 column(s) in table UsersMachines.
2026-07-05 17:00:22 | INFO     | attendance.extractor | Preview table UsersMachines returned 0 record(s).
2026-07-05 17:00:22 | INFO     | attendance.extractor | MDB connection closed.
2026-07-05 17:05:55 | INFO     | attendance.extractor | Connecting to MDB: D:\Python Project\Attendance Configuration\mdb\HO\newatt2000.mdb
2026-07-05 17:05:56 | INFO     | attendance.extractor | MDB connection established.
2026-07-05 17:05:56 | INFO     | attendance.extractor | MDB connection closed.
2026-07-05 17:11:33 | INFO     | attendance.extractor | Connecting to MDB: D:\Python Project\Attendance Configuration\mdb\HO\newatt2000.mdb
2026-07-05 17:11:34 | INFO     | attendance.extractor | MDB connection established.
2026-07-05 17:11:34 | INFO     | attendance.extractor | Fetching raw attendance logs from 2026-03-30 00:00:00 to 2026-03-31 00:00:00.
2026-07-05 17:11:34 | INFO     | attendance.extractor | Fetched 64 raw attendance log(s).
2026-07-05 17:11:34 | INFO     | attendance.extractor | MDB connection closed.
2026-07-05 17:24:50 | INFO     | attendance.extractor | Connecting to MDB: D:\Python Project\Attendance Configuration\mdb\HO\newatt2000.mdb
2026-07-05 17:24:51 | INFO     | attendance.extractor | MDB connection established.
2026-07-05 17:24:51 | INFO     | attendance.extractor | Fetching raw attendance logs from 2026-03-30 00:00:00 to 2026-03-31 00:00:00.
2026-07-05 17:24:51 | INFO     | attendance.extractor | Fetched 64 raw attendance log(s).
2026-07-05 17:24:51 | INFO     | attendance.extractor | MDB connection closed.
2026-07-05 17:24:51 | INFO     | attendance.engine | Starting attendance pairing for 64 raw log(s).
2026-07-05 17:24:51 | INFO     | attendance.engine | Attendance pairing finished. Total pair record(s): 50, Paired: 10, Single tap: 40
2026-07-05 17:32:53 | INFO     | attendance.extractor | Connecting to MDB: D:\Python Project\Attendance Configuration\mdb\HO\newatt2000.mdb
2026-07-05 17:32:54 | INFO     | attendance.extractor | MDB connection established.
2026-07-05 17:32:54 | INFO     | attendance.extractor | Fetching raw attendance logs from 2026-03-30 00:00:00 to 2026-03-31 00:00:00.
2026-07-05 17:32:54 | INFO     | attendance.extractor | Fetched 64 raw attendance log(s).
2026-07-05 17:32:55 | INFO     | attendance.extractor | MDB connection closed.
2026-07-05 17:32:55 | INFO     | attendance.engine | Starting attendance pairing for 64 raw log(s).
2026-07-05 17:32:55 | INFO     | attendance.engine | Attendance pairing finished. Total pair record(s): 50, Paired: 10, Single tap: 40
2026-07-05 17:32:55 | INFO     | attendance.engine | Starting attendance validation for 50 paired record(s).
2026-07-05 17:32:55 | INFO     | attendance.engine | Attendance validation finished. Total: 50, Valid for TXT: 10, Anomaly: 40
2026-07-05 17:36:07 | INFO     | attendance.gui | Application Ready.
2026-07-05 17:36:07 | INFO     | attendance.gui | Waiting for user input...
2026-07-05 17:36:27 | INFO     | attendance.gui | Application Ready.
2026-07-05 17:36:27 | INFO     | attendance.gui | Waiting for user input...
2026-07-05 17:36:50 | INFO     | attendance.gui | Application Ready.
2026-07-05 17:36:50 | INFO     | attendance.gui | Waiting for user input...
2026-07-05 17:37:23 | INFO     | __main__ | Starting OAS-K
2026-07-05 17:37:24 | INFO     | __main__ | Launcher loaded successfully.
2026-07-05 17:40:26 | INFO     | main | Starting OAS-K
2026-07-05 17:40:27 | INFO     | main | Launcher loaded successfully.
2026-07-05 17:40:49 | INFO     | main | Starting OAS-K
2026-07-05 17:40:49 | INFO     | main | Launcher loaded successfully.
2026-07-05 17:41:18 | INFO     | __main__ | Starting OAS-K
2026-07-05 17:41:18 | INFO     | __main__ | Launcher loaded successfully.
2026-07-05 17:42:34 | INFO     | __main__ | Starting OAS-K
2026-07-05 17:42:35 | INFO     | __main__ | Launcher loaded successfully.
2026-07-05 17:42:37 | INFO     | __main__ | Attendance module clicked.
2026-07-05 17:44:27 | INFO     | main | Starting OAS-K
2026-07-05 17:44:28 | INFO     | main | Launcher loaded successfully.
2026-07-05 17:44:40 | INFO     | main | Starting OAS-K
2026-07-05 17:44:40 | INFO     | main | Launcher loaded successfully.
2026-07-05 17:44:51 | INFO     | __main__ | Starting OAS-K
2026-07-05 17:44:51 | INFO     | __main__ | Launcher loaded successfully.
2026-07-05 17:47:09 | INFO     | attendance.extractor | Connecting to MDB: D:\Python Project\Attendance Configuration\mdb\HO\newatt2000.mdb
2026-07-05 17:47:10 | INFO     | attendance.extractor | MDB connection established.
2026-07-05 17:47:10 | INFO     | attendance.extractor | Fetching raw attendance logs from 2026-03-30 00:00:00 to 2026-03-31 00:00:00.
2026-07-05 17:47:10 | INFO     | attendance.extractor | Fetched 64 raw attendance log(s).
2026-07-05 17:47:11 | INFO     | attendance.extractor | MDB connection closed.
2026-07-05 17:47:11 | INFO     | attendance.engine | Starting attendance pairing for 64 raw log(s).
2026-07-05 17:47:11 | INFO     | attendance.engine | Attendance pairing finished. Total pair record(s): 50, Paired: 10, Single tap: 40
2026-07-05 17:47:11 | INFO     | attendance.engine | Starting attendance validation for 50 paired record(s).
2026-07-05 17:47:11 | INFO     | attendance.engine | Attendance validation finished. Total: 50, Valid for TXT: 10, Anomaly: 40
2026-07-05 17:47:11 | INFO     | attendance.engine | Generated TXT file: D:\Python Project\Attendance Configuration\output\HO\TXT\20260705_174711\Attendance_HO_001.txt (10 record(s))
2026-07-05 17:48:33 | INFO     | attendance.gui | Application Ready.
2026-07-05 17:48:33 | INFO     | attendance.gui | Waiting for user input...
2026-07-05 17:48:43 | INFO     | attendance.gui | Attendance Configuration selected.
